RISE-SHAP-FULL-C,RISE-SHAP-5000-C,RISE-SHAP-1000-C,RISE-SHAP-N-C,LIME-SHAP-FULL-C,LIME-SHAP-5000-C,LIME-SHAP-1000-C,LIME-SHAP-N-C,RISE-LIME-FULL-C,RISE-LIME-5000-C,RISE-LIME-1000-C,RISE-LIME-N-C,RISE-SHAP-FULL-P,RISE-SHAP-5000-P,RISE-SHAP-1000-P,RISE-SHAP-N-P,LIME-SHAP-FULL-P,LIME-SHAP-5000-P,LIME-SHAP-1000-P,LIME-SHAP-N-P,RISE-LIME-FULL-P,RISE-LIME-5000-P,RISE-LIME-1000-P,RISE-LIME-N-P
-0.009710797273799745,0.055930226045209044,0.024604604604604608,0.060947146483422254,0.25195093880101327,0.2598242848569714,0.08907707707707709,0.30535384029037227,-0.046700118722214926,0.07771778355671134,-0.0005525525525525525,0.09884961899635243,0.0009449829244092792,3.0252779488619545e-09,0.24399480337729618,1.168841137349475e-09,0.0,4.5636348967104804e-167,2.4657229189105622e-05,4.2455019035107996e-204,6.25103945442998e-57,1.7173405405695257e-16,0.979126469263529,5.710685658943879e-23
-0.010911689273577425,0.05022892578515704,-0.016436436436436438,0.050595790171204566,0.07849161885857146,-0.09231654330866174,-0.01304904904904905,-0.08996787211464677,0.01560111387015918,-0.013899259851970394,-0.009745745745745747,-0.011871055273615996,0.00020295952049030906,1.005550027099517e-07,0.4364001537046679,3.426779486533863e-08,2.3802019111603973e-157,1.2650058535207336e-22,0.5366483113216185,9.984745860746774e-23,1.0842927662536509e-07,0.14055610187485654,0.6444588360433231,0.19542824163589612
0.0031005131213556816,0.006267013402680537,0.056504504504504505,0.007377471171769061,0.1222225267331824,-0.20260644128825767,0.2101061061061061,-0.11091119169899012,-0.04813351869976046,-0.027738667733546708,0.010162162162162163,0.007541801423539453,0.2911103860410127,0.5063802176672458,0.007460425903951238,0.33150480704436414,0.0,2.2872621519203933e-102,2.5525489482118615e-23,2.8457141552422595e-48,2.2953652629096744e-60,0.0032704830280257478,0.6303804122840024,0.3208474558953138
0.005434987343366509,-0.027973434686937387,-0.030514514514514514,-0.028323325477835587,0.17812696075694442,0.08132986597319464,0.024204204204204206,0.07662417888160088,-0.04061417894203124,-0.018790798159631927,-0.005909909909909911,0.008407085026643028,0.06423426918087895,0.003017076698057344,0.14848552193170966,0.006839426440884787,0.0,6.504223631508725e-18,0.25175365937662475,2.540324478927873e-13,1.7118367443898545e-43,0.0463307204658115,0.7795988373501556,0.4220999998270447
-0.00708275269234666,-0.052831046209241846,-0.02412812812812813,-0.05052007001175166,0.02949726263879595,0.10227341468293659,0.3523363363363363,0.13087378737524974,-0.009764779173055635,-0.04805169033806761,-0.0961921921921922,-0.06004489976916621,0.015882896471764375,2.123600984348494e-08,0.2532470829398481,1.1557882125768647e-05,9.815226434843916e-24,2.1309560723190826e-27,1.7256065041204782e-62,6.504938321585594e-30,0.0008848376202251881,3.489840218307449e-07,5.242936652041163e-06,1.861742450655615e-07
0.023232260471219242,-0.08291802360472093,0.012808808808808808,-0.09177368576289584,0.3678096680395963,0.23131970394078816,-0.05834634634634635,0.22501682209379625,0.05383634864113446,-0.10178179635927186,-0.04477677677677678,-0.1297007281232084,2.5673628364579647e-15,1.4730406986303873e-18,0.5441737429239637,1.360390145873794e-24,0.0,7.691904029794756e-133,0.005731230321784359,5.1534024347948286e-139,4.712037370617229e-75,3.762938234002519e-27,0.03398596833303548,1.9600106980715488e-47
-0.003904447666495804,0.06185061012202441,0.028624624624624624,0.07241748162376549,0.28774390879731226,0.363722024404881,0.14532532532532533,0.43181148723212703,-0.057587122722407284,0.113599199839968,-0.027595595595595594,0.10969928104226427,0.18370968006008148,5.455156535810417e-11,0.17528604388192692,3.731954673706015e-14,0.0,0.0,5.929148614337239e-12,0.0,1.3277881801280363e-85,2.065795935124017e-33,0.19131902126345257,1.9283047128289178e-30
0.02287527761253388,0.015943828765753152,0.3416656656656657,0.008014645710878891,0.5116553643938792,0.06087201440288058,0.9834594594594595,0.10986973005040103,0.011272370554462244,-0.09214306861372275,0.34169369369369373,-0.047357521601723705,6.7665983412429705e-15,0.09093105303479693,7.1736665723061606e-59,0.33322524820179533,0.0,1.0879701356430225e-10,0.0,3.695203669344234e-40,0.00012398402022940086,1.51708250178743e-22,7.020702935653724e-59,1.0800786482837812e-08
0.006888027373952507,0.0064561712342468495,-0.2602642642642643,0.010100175934627571,-0.054927298826780026,0.12123064612922584,0.6548268268268269,0.10926098965797539,-0.03691807221097184,-0.10475487097419485,-0.36246646646646646,-0.1039571214646055,0.019012098159638027,0.4936337515021547,6.739929256206897e-35,0.29755814494305377,4.758391098200773e-78,8.172510141918845e-38,4.352079708100192e-211,1.8740197940978438e-29,3.0803473521416285e-36,1.159334796035407e-28,5.002972723925226e-66,8.055906708716109e-27
-0.009754087644603676,0.05230790158031607,0.028956956956956957,0.0386118510627425,0.042301130994983824,-0.14220460092018405,0.1245005005005005,-0.051535445291207044,0.007782158226190795,-0.084399599919984,0.05102702702702703,-0.06599405330037175,0.0008964604146905824,2.9202901199931498e-08,0.17032843221018334,9.546890729316458e-05,4.95124072218642e-47,2.2670358206668272e-51,3.740935253935729e-09,1.9110190611333766e-07,0.00805549548743461,3.593765306976691e-19,0.015683636277812205,2.5777849860618345e-11
-0.001188347494011938,0.05252714542908582,-0.00488888888888889,0.06668684040180249,0.13318907016119025,0.030576675335067013,0.011043043043043044,-0.19646941782260238,-0.019643858423144808,-0.013774754950990198,-0.0013493493493493495,-0.03400657967264098,0.6857578988059463,2.5562424809803527e-08,0.8169301185285998,1.40837936004513e-09,0.0,0.0011868925835641113,0.6010422227075307,3.6138721059843166e-71,2.2545941732286884e-11,0.14414661088610453,0.9490550821167252,0.002018695687296762
0.005123605804427633,0.03009641928385677,-0.21655255255255254,0.03399732394061349,-0.01170173552777791,0.22938347669533907,0.8875795795795797,0.5247274719583555,-0.017474992165446204,0.043719303860772156,-0.2226906906906907,0.028185200416299086,0.08106697109398431,0.0014173691723863547,1.1349504507981758e-24,0.001421712043823284,6.767772359592116e-05,1.16757230353321e-130,0.0,0.0,2.680888243127821e-09,3.560585699452937e-06,5.374901311437479e-26,0.008173576713263785
-0.014826451847119946,0.019385477095419084,-0.10785185185185187,0.027329507762774315,0.08839284495377438,0.17753182636527304,0.947023023023023,0.5619649282181205,0.04443034052519626,0.026379835967193437,-0.1061021021021021,-0.0009350736901930249,4.4590949084829005e-07,0.03983836550822629,3.2744487682836046e-07,0.019428100342348834,5.345192582236805e-199,4.846927986223127e-79,0.0,0.0,1.0583649794221279e-51,0.005157551813323666,5.058742214107626e-07,0.9362632739446152
0.0020707503556910475,0.03938067613522705,0.08795595595595596,0.044821976708842255,-0.009952095595165904,0.16662564512902583,0.23952352352352352,0.10397008963456075,0.041756789532590814,0.08670758151630326,-0.2388868868868869,0.09618306270766556,0.4807688212618195,2.9734529923578533e-05,3.1158744142565095e-05,2.6059565970056302e-05,0.0007025720452438406,7.511633309112103e-70,8.15002992455151e-30,1.7561222595596743e-22,7.114923539491518e-46,3.8022732351193625e-20,1.1497068994306994e-29,1.8072311081282492e-19
